sample,channel,normalized,loss_type,loss_value
45,10m_v_component_of_wind,denormalized,MSE,0.6606631278991699
45,2m_temperature,denormalized,MSE,29.679405212402344
45,mean_sea_level_pressure,denormalized,MSE,289818.125
46,10m_u_component_of_wind,denormalized,MSE,0.5284526348114014
46,10m_v_component_of_wind,denormalized,MSE,0.8372066020965576
46,2m_temperature,denormalized,MSE,39.92208480834961
46,mean_sea_level_pressure,denormalized,MSE,271874.6875
47,10m_u_component_of_wind,denormalized,MSE,0.5577608942985535
47,10m_v_component_of_wind,denormalized,MSE,0.8023480176925659
47,2m_temperature,denormalized,MSE,36.43431091308594
47,mean_sea_level_pressure,denormalized,MSE,119879.578125
48,10m_u_component_of_wind,denormalized,MSE,0.4000183343887329
48,10m_v_component_of_wind,denormalized,MSE,0.520675539970398
48,2m_temperature,denormalized,MSE,11.330427169799805
48,mean_sea_level_pressure,denormalized,MSE,45008.2109375
49,10m_u_component_of_wind,denormalized,MSE,0.44285717606544495
49,10m_v_component_of_wind,denormalized,MSE,0.5261296033859253
49,2m_temperature,denormalized,MSE,12.280637741088867
49,mean_sea_level_pressure,denormalized,MSE,30562.564453125
50,10m_u_component_of_wind,denormalized,MSE,0.5810683965682983
50,10m_v_component_of_wind,denormalized,MSE,0.6233957409858704
50,2m_temperature,denormalized,MSE,25.00710105895996
50,mean_sea_level_pressure,denormalized,MSE,15199.03125
51,10m_u_component_of_wind,denormalized,MSE,0.6624215245246887
51,10m_v_component_of_wind,denormalized,MSE,0.6490572690963745
51,2m_temperature,denormalized,MSE,29.32656478881836
51,mean_sea_level_pressure,denormalized,MSE,18192.357421875
52,10m_u_component_of_wind,denormalized,MSE,0.5485608577728271
52,10m_v_component_of_wind,denormalized,MSE,0.5284620523452759
52,2m_temperature,denormalized,MSE,8.313579559326172
52,mean_sea_level_pressure,denormalized,MSE,12382.26171875
53,10m_u_component_of_wind,denormalized,MSE,0.4652083218097687
53,10m_v_component_of_wind,denormalized,MSE,0.6135563850402832
53,2m_temperature,denormalized,MSE,19.412080764770508
53,mean_sea_level_pressure,denormalized,MSE,48284.96875
54,10m_u_component_of_wind,denormalized,MSE,0.4528680145740509
54,10m_v_component_of_wind,denormalized,MSE,0.5765727758407593
54,2m_temperature,denormalized,MSE,36.055320739746094
54,mean_sea_level_pressure,denormalized,MSE,11186.9638671875
55,10m_u_component_of_wind,denormalized,MSE,0.47062838077545166
55,10m_v_component_of_wind,denormalized,MSE,0.6464383602142334
