sample,channel,normalized,mse_loss,psd_loss
43,mean_sea_level_pressure,denormalized,3182545.0,2.2083230018615723
44,10m_u_component_of_wind,denormalized,2.6454248428344727,1.9129753112792969
44,10m_v_component_of_wind,denormalized,2.486492872238159,2.1600539684295654
44,2m_temperature,denormalized,63.05690002441406,2.071951150894165
44,mean_sea_level_pressure,denormalized,128243.546875,2.121920108795166
45,10m_u_component_of_wind,denormalized,5.10481071472168,1.9688982963562012
45,10m_v_component_of_wind,denormalized,4.223544597625732,2.1762564182281494
45,2m_temperature,denormalized,29.391735076904297,2.1626687049865723
45,mean_sea_level_pressure,denormalized,781176.25,2.1059844493865967
46,10m_u_component_of_wind,denormalized,4.691591262817383,2.0393855571746826
46,10m_v_component_of_wind,denormalized,5.110109329223633,2.3940281867980957
46,2m_temperature,denormalized,40.98755645751953,2.2338812351226807
46,mean_sea_level_pressure,denormalized,547176.5,2.128220796585083
47,10m_u_component_of_wind,denormalized,3.063420057296753,2.0196893215179443
47,10m_v_component_of_wind,denormalized,2.0815463066101074,2.4477124214172363
47,2m_temperature,denormalized,103.2388687133789,2.1664791107177734
47,mean_sea_level_pressure,denormalized,117531.953125,2.0887489318847656
48,10m_u_component_of_wind,denormalized,1.4898760318756104,1.9976418018341064
48,10m_v_component_of_wind,denormalized,1.2681984901428223,2.2473645210266113
48,2m_temperature,denormalized,111.39674377441406,2.18578839302063
48,mean_sea_level_pressure,denormalized,131895.21875,2.1267895698547363
49,10m_u_component_of_wind,denormalized,7.809260368347168,1.9593634605407715
49,10m_v_component_of_wind,denormalized,7.301934242248535,2.1223251819610596
49,2m_temperature,denormalized,106.65382385253906,2.1411304473876953
49,mean_sea_level_pressure,denormalized,285313.3125,1.9932643175125122
50,10m_u_component_of_wind,denormalized,3.197032928466797,2.010190010070801
50,10m_v_component_of_wind,denormalized,2.0624654293060303,2.2992308139801025
50,2m_temperature,denormalized,18.327594757080078,2.12400221824646
50,mean_sea_level_pressure,denormalized,57242.703125,2.0714526176452637
51,10m_u_component_of_wind,denormalized,5.742351531982422,1.9511553049087524
51,10m_v_component_of_wind,denormalized,6.401792526245117,2.196441650390625
51,2m_temperature,denormalized,176.7416229248047,2.118515968322754
51,mean_sea_level_pressure,denormalized,202288.6875,2.0300049781799316
52,10m_u_component_of_wind,denormalized,5.677087783813477,1.9493740797042847
52,10m_v_component_of_wind,denormalized,6.205460548400879,2.0847115516662598
52,2m_temperature,denormalized,102.0035400390625,2.0449411869049072
52,mean_sea_level_pressure,denormalized,365172.375,2.0019748210906982
53,10m_u_component_of_wind,denormalized,5.567259788513184,1.974730372428894
53,10m_v_component_of_wind,denormalized,8.995512008666992,2.084700345993042
53,2m_temperature,denormalized,100.8471908569336,2.099719524383545
53,mean_sea_level_pressure,denormalized,258372.875,1.9930644035339355
54,10m_u_component_of_wind,denormalized,2.0665700435638428,2.008228302001953
54,10m_v_component_of_wind,denormalized,2.9430766105651855,2.2265641689300537
54,2m_temperature,denormalized,275.2652893066406,2.1570985317230225
54,mean_sea_level_pressure,denormalized,553732.875,1.971539855003357
55,10m_u_component_of_wind,denormalized,2.6915197372436523,1.9406280517578125
55,10m_v_component_of_wind,denormalized,2.401982545852661,2.2129805088043213
55,2m_temperature,denormalized,50.10921859741211,2.0529825687408447
55,mean_sea_level_pressure,denormalized,178556.46875,2.042978286743164
56,10m_u_component_of_wind,denormalized,0.7186286449432373,1.9551838636398315
56,10m_v_component_of_wind,denormalized,0.7327859401702881,2.2450449466705322
56,2m_temperature,denormalized,24.141071319580078,2.202857494354248
56,mean_sea_level_pressure,denormalized,102451.84375,2.0655272006988525
57,10m_u_component_of_wind,denormalized,1.6873456239700317,1.963628888130188
57,10m_v_component_of_wind,denormalized,1.3995004892349243,2.186826467514038
57,2m_temperature,denormalized,60.464080810546875,2.2182650566101074
57,mean_sea_level_pressure,denormalized,219038.09375,2.0548288822174072
58,10m_u_component_of_wind,denormalized,4.586732387542725,2.0506808757781982
58,10m_v_component_of_wind,denormalized,3.4165687561035156,2.307558059692383
58,2m_temperature,denormalized,561.3050537109375,2.187795639038086
58,mean_sea_level_pressure,denormalized,2463920.5,2.0541696548461914
59,10m_u_component_of_wind,denormalized,1.8622615337371826,1.9896588325500488
59,10m_v_component_of_wind,denormalized,2.014256000518799,2.33343768119812
59,2m_temperature,denormalized,16.00728416442871,2.1131834983825684
59,mean_sea_level_pressure,denormalized,58133.453125,1.9968231916427612
60,10m_u_component_of_wind,denormalized,5.865837097167969,1.908737063407898
60,10m_v_component_of_wind,denormalized,6.731511116027832,2.0696959495544434
60,2m_temperature,denormalized,43.83685302734375,1.9421476125717163
60,mean_sea_level_pressure,denormalized,220655.59375,2.0197038650512695
61,10m_u_component_of_wind,denormalized,5.4990949630737305,1.9083878993988037
61,10m_v_component_of_wind,denormalized,4.841836929321289,2.1055541038513184
61,2m_temperature,denormalized,34.1861572265625,2.0065395832061768
61,mean_sea_level_pressure,denormalized,453304.3125,2.011012554168701
62,10m_u_component_of_wind,denormalized,6.347286224365234,1.9633586406707764
62,10m_v_component_of_wind,denormalized,7.7158002853393555,2.1786563396453857
62,2m_temperature,denormalized,80.05706024169922,2.1125268936157227
62,mean_sea_level_pressure,denormalized,370872.4375,2.009885787963867
63,10m_u_component_of_wind,denormalized,3.984137535095215,2.1624960899353027
63,10m_v_component_of_wind,denormalized,6.559370040893555,2.3598239421844482
63,2m_temperature,denormalized,485.0635986328125,2.293225049972534
63,mean_sea_level_pressure,denormalized,73006.015625,2.0844085216522217
64,10m_u_component_of_wind,denormalized,9.254032135009766,1.9337579011917114
64,10m_v_component_of_wind,denormalized,5.6833062171936035,2.0744054317474365
64,2m_temperature,denormalized,207.7397918701172,1.9346022605895996
64,mean_sea_level_pressure,denormalized,1358349.0,2.062008857727051
65,10m_u_component_of_wind,denormalized,2.4402213096618652,2.0088367462158203
65,10m_v_component_of_wind,denormalized,3.603764772415161,2.260103225708008
65,2m_temperature,denormalized,268.03546142578125,2.293704032897949
65,mean_sea_level_pressure,denormalized,302245.90625,2.034428119659424
66,10m_u_component_of_wind,denormalized,8.903278350830078,1.9780043363571167
66,10m_v_component_of_wind,denormalized,6.23190450668335,2.2435874938964844
66,2m_temperature,denormalized,39.51969528198242,2.1153202056884766
66,mean_sea_level_pressure,denormalized,831663.75,2.0587871074676514
67,10m_u_component_of_wind,denormalized,4.8534955978393555,2.006723165512085
67,10m_v_component_of_wind,denormalized,5.699375152587891,2.230886459350586
67,2m_temperature,denormalized,157.9930877685547,2.15537428855896
67,mean_sea_level_pressure,denormalized,522489.375,2.030550241470337
