sample,channel,normalized,loss_type,loss_value
67,10m_u_component_of_wind,denormalized,MSE,0.42398765683174133
67,10m_v_component_of_wind,denormalized,MSE,0.5716186761856079
67,2m_temperature,denormalized,MSE,5.297824859619141
67,mean_sea_level_pressure,denormalized,MSE,9912.203125
68,10m_u_component_of_wind,denormalized,MSE,0.2910573482513428
68,10m_v_component_of_wind,denormalized,MSE,0.37069982290267944
68,2m_temperature,denormalized,MSE,4.49934196472168
68,mean_sea_level_pressure,denormalized,MSE,8807.3046875
69,10m_u_component_of_wind,denormalized,MSE,0.35503438115119934
69,10m_v_component_of_wind,denormalized,MSE,0.5230164527893066
69,2m_temperature,denormalized,MSE,6.121387958526611
69,mean_sea_level_pressure,denormalized,MSE,6930.47509765625
70,10m_u_component_of_wind,denormalized,MSE,0.3596973717212677
70,10m_v_component_of_wind,denormalized,MSE,0.5217214226722717
70,2m_temperature,denormalized,MSE,5.779755592346191
70,mean_sea_level_pressure,denormalized,MSE,8302.189453125
71,10m_u_component_of_wind,denormalized,MSE,0.36034250259399414
71,10m_v_component_of_wind,denormalized,MSE,0.5984969139099121
71,2m_temperature,denormalized,MSE,5.583321571350098
71,mean_sea_level_pressure,denormalized,MSE,9077.8125
72,10m_u_component_of_wind,denormalized,MSE,0.34355440735816956
72,10m_v_component_of_wind,denormalized,MSE,0.7448949217796326
72,2m_temperature,denormalized,MSE,5.051971435546875
72,mean_sea_level_pressure,denormalized,MSE,11995.9853515625
73,10m_u_component_of_wind,denormalized,MSE,0.3810662627220154
73,10m_v_component_of_wind,denormalized,MSE,0.612762987613678
73,2m_temperature,denormalized,MSE,7.0754547119140625
73,mean_sea_level_pressure,denormalized,MSE,11652.8671875
74,10m_u_component_of_wind,denormalized,MSE,0.36467885971069336
74,10m_v_component_of_wind,denormalized,MSE,0.6049298048019409
74,2m_temperature,denormalized,MSE,5.642280578613281
74,mean_sea_level_pressure,denormalized,MSE,8976.623046875
75,10m_u_component_of_wind,denormalized,MSE,0.3552176356315613
75,10m_v_component_of_wind,denormalized,MSE,0.4821913242340088
75,2m_temperature,denormalized,MSE,5.657364845275879
75,mean_sea_level_pressure,denormalized,MSE,8914.595703125
76,10m_u_component_of_wind,denormalized,MSE,0.3417622447013855
76,10m_v_component_of_wind,denormalized,MSE,0.42815130949020386
76,2m_temperature,denormalized,MSE,3.439269781112671
76,mean_sea_level_pressure,denormalized,MSE,7795.2587890625
77,10m_u_component_of_wind,denormalized,MSE,0.33543115854263306
77,10m_v_component_of_wind,denormalized,MSE,0.5001882910728455
77,2m_temperature,denormalized,MSE,4.653509140014648
77,mean_sea_level_pressure,denormalized,MSE,7868.30810546875
78,10m_u_component_of_wind,denormalized,MSE,0.38866129517555237
78,10m_v_component_of_wind,denormalized,MSE,0.6308735609054565
78,2m_temperature,denormalized,MSE,6.072810173034668
78,mean_sea_level_pressure,denormalized,MSE,9407.13671875
79,10m_u_component_of_wind,denormalized,MSE,0.3421674370765686
79,10m_v_component_of_wind,denormalized,MSE,0.710084080696106
79,2m_temperature,denormalized,MSE,4.789888381958008
